rank,rank_change,rank_trend,company_name_category,visitor_reviews,blog_reviews,n1,n2,n3,sum,visitor_reviews_change,blog_reviews_change,n1_change,n2_change,n3_change
232,0,2,동민허브치과의원,24,0,0.393376,0.1529,0.240418,0.786694,1,-,0.061181,-0.000776,0.023028
233,3,3,문제원치과의원,68,5,0.393376,0.15445,0.239839,0.787665,-,-,0.061181,-0.012943,0.022111
234,0,2,서울이엔이치과의원,313,424,0.393421,0.256167,0.238524,0.888112,8,-,0.061181,-0.012429,0.022149
235,2,1,민치과의원,39,2,0.393376,0.128987,0.238248,0.760611,-,-,0.061181,0.020249,0.024616
236,1,3,서울티에스치과의원,287,21,0.393421,0.226275,0.238187,0.857883,1,-,0.061181,0.008848,0.023754
237,9,3,서울순치과의원,109,3,0.393376,0.175865,0.238152,0.807393,-,-,0.061181,-0.040191,0.020054
238,2,3,연세좋은손치과의원 교대본점,150,52,0.393421,0.203339,0.237988,0.834748,-,-,0.061181,0.014036,0.024146
239,1,1,서울코웰치과의원,103,3,0.393376,0.171042,0.233725,0.798143,-,-,0.061181,0.005412,0.023495
240,1,1,준치과의원,123,3,0.393376,0.162999,0.233712,0.790087,-,-,0.061181,0.015706,0.024272
241,3,3,보하치과의원,92,5,0.393421,0.174082,0.233361,0.800864,-,-,0.061181,-0.013029,0.022104
242,3,3,오클라호마자연주의치과의원,9,41,0.393376,0.129394,0.232594,0.755364,-,3,0.061181,-0.010635,0.022284
243,4,1,81도치과교정과치과의원,491,1142,0.393421,0.41282,0.230938,1.037179,8,267,0.061181,0.029145,0.025287
244,1,3,이롬치과의원 서초교대역점,786,1523,0.393421,0.400673,0.230021,1.024115,16,76,0.061181,0.011945,0.023989
245,1,1,엠씨지치과의원,316,7,0.393376,0.247832,0.22948,0.870688,-,-,0.061181,0.008095,0.023698
246,2,3,이엔이치과의원,26,422,0.393421,0.146325,0.229219,0.768965,-,9,0.061181,0.001655,0.023212
247,5,3,연세봄치과의원,318,1090,0.393421,0.355272,0.229101,0.977794,3,200,0.061181,-0.003649,0.022812
248,0,2,애플치과의원,303,118,0.393421,0.199819,0.228411,0.821651,4,1,0.061181,0.000336,0.023112
249,4,3,아나플란트치과의원,367,862,0.393421,0.31738,0.228207,0.939008,4,120,0.061181,-0.010288,0.022311
250,1,1,백옥치과의원,99,49,0.393421,0.183309,0.225895,0.802625,1,1,0.061181,0.007632,0.023664
